match_id,season,innings,over,phase_int,over_num,cum_runs,cum_wickets,current_rpo,required_rpo,rate_differential,balls_remaining,is_chasing,pp_runs,pp_wickets,last3_rpo,last3_wickets,boundary_rate,venue_factor,venue_avg_score,is_chinnaswamy,is_wankhede,win_prob_pre,sub_player_type,sub_auction_val,sub_form,has_impact_rule,season_year,wickets_remaining,optimal_sub,win_prob
1,2020,2,1,0,1,19,0,19.0,11.474,7.526,114,1,70,2,19.0,0,0.667,1.1,178,0,0,0.98,0,0.0,0.5,0,2020,10,0,0.98
1,2020,2,2,0,2,27,1,13.5,11.667,1.833,108,1,70,2,13.5,1,0.417,1.1,178,0,0,0.9188,0,0.0,0.5,0,2020,9,0,0.9188382979813764
1,2020,2,3,0,3,37,1,12.333,11.765,0.569,102,1,70,2,12.333,1,0.389,1.1,178,0,0,0.8045,0,0.0,0.5,0,2020,9,0,0.8045379604171389
1,2020,2,4,0,4,47,2,11.75,11.875,-0.125,96,1,70,2,8.842,2,0.211,1.1,178,0,0,0.6502,0,0.0,0.5,0,2020,8,0,0.6502185485738271
1,2020,2,5,0,5,65,2,13.0,11.467,1.533,90,1,70,2,12.0,1,0.316,1.1,178,0,0,0.8751,0,0.0,0.5,0,2020,8,0,0.875082720642438
1,2020,2,6,1,6,70,2,11.667,11.929,-0.262,84,1,70,2,9.9,1,0.2,1.1,178,0,0,0.6249,0,0.0,0.5,0,2020,8,0,0.6249180979961255
1,2020,2,7,1,7,83,2,11.857,11.846,0.011,78,1,70,2,11.368,0,0.263,1.1,178,0,0,0.6745,0,0.0,0.5,0,2020,8,0,0.6745399556420646
1,2020,2,8,1,8,95,2,11.875,11.833,0.042,72,1,70,2,9.0,0,0.2,1.1,178,0,0,0.6799,0,0.0,0.5,0,2020,8,0,0.6799045816069196
1,2020,2,9,1,9,105,2,11.667,12.0,-0.333,66,1,70,2,11.053,0,0.263,1.1,178,0,0,0.6114,0,0.0,0.5,0,2020,8,0,0.6114314709070726
1,2020,2,10,1,10,111,2,11.1,12.6,-1.5,60,1,70,2,8.4,0,0.15,1.1,178,0,0,0.3823,0,0.0,0.5,0,2020,8,0,0.38225212523075064
1,2020,2,11,1,11,123,2,11.182,12.667,-1.485,54,1,70,2,8.842,0,0.105,1.1,178,0,0,0.3851,0,0.0,0.5,0,2020,8,0,0.3851184287930683
1,2020,2,12,1,12,135,2,11.25,12.75,-1.5,48,1,70,2,9.0,0,0.15,1.1,178,0,0,0.3823,0,0.0,0.5,0,2020,8,0,0.382252125230751
1,2020,2,13,1,13,143,3,11.0,13.429,-2.429,42,1,70,2,10.105,1,0.211,1.1,178,0,0,0.188,0,0.0,0.5,0,2020,7,0,0.1880307215787078
1,2020,2,14,1,14,158,4,11.286,13.167,-1.881,36,1,70,2,11.053,2,0.263,1.1,178,0,0,0.2202,0,0.0,0.5,0,2020,6,0,0.2201552461121847
1,2020,2,15,2,15,179,5,11.933,11.6,0.333,30,1,70,2,14.667,3,0.389,1.1,178,0,0,0.5663,0,0.0,0.5,0,2020,5,0,0.5662743941954392
1,2020,2,16,2,16,193,5,12.062,11.0,1.062,24,1,70,2,16.667,2,0.5,1.1,178,0,0,0.7006,0,0.0,0.5,0,2020,5,0,0.700567142473973
1,2020,2,17,2,17,203,5,11.941,11.333,0.608,18,1,70,2,15.0,1,0.5,1.1,178,0,0,0.6192,0,0.0,0.5,0,2020,5,0,0.619228410197964
1,2020,2,18,2,18,216,5,12.0,10.5,1.5,12,1,70,2,12.333,0,0.444,1.1,178,0,0,0.7685,0,0.0,0.5,0,2020,5,0,0.7685247834990178
1,2020,2,19,2,19,234,6,12.316,3.0,9.316,6,1,70,2,13.667,1,0.5,1.1,178,0,0,0.98,0,0.0,0.5,0,2020,4,0,0.98
2,2020,1,1,0,1,16,0,16.0,16.0,0.0,114,0,91,1,13.714,0,0.286,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,10,0,0.98
2,2020,1,2,0,2,24,0,12.0,12.0,0.0,108,0,91,1,10.286,0,0.214,1.12,180,0,0,0.9706,0,0.0,0.5,0,2020,10,0,0.9705737426214051
2,2020,1,3,0,3,43,1,14.333,14.333,0.0,102,0,91,1,12.9,1,0.3,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
2,2020,1,4,0,4,66,1,16.5,16.5,0.0,96,0,91,1,15.789,1,0.421,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
2,2020,1,5,0,5,73,1,14.6,14.6,0.0,90,0,91,1,16.333,1,0.444,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
2,2020,1,6,1,6,91,1,15.167,15.167,0.0,84,0,91,1,16.0,0,0.389,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
2,2020,1,7,1,7,103,2,14.714,14.714,0.0,78,0,91,1,12.333,1,0.278,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,8,0,0.98
2,2020,1,8,1,8,121,2,15.125,15.125,0.0,72,0,91,1,15.158,1,0.421,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,8,0,0.98
2,2020,1,9,1,9,139,2,15.444,15.444,0.0,66,0,91,1,15.158,1,0.474,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,8,0,0.98
2,2020,1,10,1,10,152,2,15.2,15.2,0.0,60,0,91,1,15.474,0,0.474,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,8,0,0.98
2,2020,1,11,1,11,156,3,14.182,14.182,0.0,54,0,91,1,11.667,1,0.278,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,7,0,0.98
2,2020,1,12,1,12,161,4,13.417,13.417,0.0,48,0,91,1,7.333,2,0.167,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
2,2020,1,13,1,13,168,4,12.923,12.923,0.0,42,0,91,1,5.333,2,0.111,1.12,180,0,0,0.9751,0,0.0,0.5,0,2020,6,0,0.975055624490973
2,2020,1,14,1,14,183,4,13.071,13.071,0.0,36,0,91,1,9.0,1,0.222,1.12,180,0,0,0.9768,0,0.0,0.5,0,2020,6,0,0.9768423477784836
2,2020,1,15,2,15,190,4,12.667,12.667,0.0,30,0,91,1,9.158,0,0.211,1.12,180,0,0,0.9626,0,0.0,0.5,0,2020,6,0,0.9625531491178515
2,2020,1,16,2,16,207,4,12.938,12.938,0.0,24,0,91,1,12.316,0,0.316,1.12,180,0,0,0.9692,0,0.0,0.5,0,2020,6,0,0.9691714403629892
2,2020,1,17,2,17,226,4,13.294,13.294,0.0,18,0,91,1,12.9,0,0.35,1.12,180,0,0,0.9766,0,0.0,0.5,0,2020,6,0,0.9766472724038358
2,2020,1,18,2,18,239,4,13.278,13.278,0.0,12,0,91,1,15.474,0,0.421,1.12,180,0,0,0.9743,0,0.0,0.5,0,2020,6,0,0.9743471032769063
2,2020,1,19,2,19,249,4,13.105,13.105,0.0,6,0,91,1,13.263,0,0.368,1.12,180,0,0,0.9672,0,0.0,0.5,0,2020,6,0,0.9671973970258984
2,2020,2,1,0,1,7,0,7.0,13.316,-6.316,114,1,60,1,7.0,0,0.0,1.12,180,0,0,0.0208,0,0.0,0.5,0,2020,10,0,0.020782722188063193
2,2020,2,2,0,2,16,0,8.0,13.556,-5.556,108,1,60,1,8.0,0,0.083,1.12,180,0,0,0.0375,0,0.0,0.5,0,2020,10,0,0.037527032343437655
2,2020,2,3,0,3,28,0,9.333,13.647,-4.314,102,1,60,1,9.333,0,0.111,1.12,180,0,0,0.0953,0,0.0,0.5,0,2020,10,0,0.095264931829321
2,2020,2,4,0,4,45,0,11.25,13.438,-2.188,96,1,60,1,12.667,0,0.222,1.12,180,0,0,0.3659,0,0.0,0.5,0,2020,10,0,0.36586440898919936
2,2020,2,5,0,5,51,1,10.2,13.933,-3.733,90,1,60,1,11.667,1,0.222,1.12,180,0,0,0.1164,0,0.0,0.5,0,2020,9,0,0.11643140097083883
2,2020,2,6,1,6,60,1,10.0,14.286,-4.286,84,1,60,1,10.105,1,0.211,1.12,180,0,0,0.0781,0,0.0,0.5,0,2020,9,0,0.07809102003581535
2,2020,2,7,1,7,73,1,10.429,14.385,-3.956,78,1,60,1,8.842,1,0.211,1.12,180,0,0,0.0993,0,0.0,0.5,0,2020,9,0,0.09931712924020783
2,2020,2,8,1,8,85,2,10.625,14.583,-3.958,72,1,60,1,10.737,1,0.316,1.12,180,0,0,0.0797,0,0.0,0.5,0,2020,8,0,0.07968265137815944
2,2020,2,9,1,9,102,2,11.333,14.364,-3.03,66,1,60,1,14.0,1,0.444,1.12,180,0,0,0.1539,0,0.0,0.5,0,2020,8,0,0.15391199197201527
2,2020,2,10,1,10,121,2,12.1,13.9,-1.8,60,1,60,1,16.0,1,0.556,1.12,180,0,0,0.3274,0,0.0,0.5,0,2020,8,0,0.32739298293223906
2,2020,2,11,1,11,141,2,12.818,13.222,-0.404,54,1,60,1,17.684,0,0.526,1.12,180,0,0,0.5979,0,0.0,0.5,0,2020,8,0,0.5979108125916318
2,2020,2,12,1,12,160,2,13.333,12.5,0.833,48,1,60,1,18.316,0,0.526,1.12,180,0,0,0.8001,0,0.0,0.5,0,2020,8,0,0.8000595622341912
2,2020,2,13,1,13,167,2,12.846,13.286,-0.44,42,1,60,1,14.526,0,0.316,1.12,180,0,0,0.5911,0,0.0,0.5,0,2020,8,0,0.5910606185963053
2,2020,2,14,1,14,180,2,12.857,13.333,-0.476,36,1,60,1,13.0,0,0.333,1.12,180,0,0,0.584,0,0.0,0.5,0,2020,8,0,0.5839591596819987
2,2020,2,15,2,15,189,2,12.6,14.2,-1.6,30,1,60,1,9.667,0,0.222,1.12,180,0,0,0.3635,0,0.0,0.5,0,2020,8,0,0.3635474597184337
2,2020,2,16,2,16,201,2,12.562,14.75,-2.188,24,1,60,1,11.333,0,0.389,1.12,180,0,0,0.2631,0,0.0,0.5,0,2020,8,0,0.2630841041665798
2,2020,2,17,2,17,220,2,12.941,13.333,-0.392,18,1,60,1,12.0,0,0.35,1.12,180,0,0,0.6002,0,0.0,0.5,0,2020,8,0,0.6001942406745041
2,2020,2,18,2,18,244,2,13.556,8.0,5.556,12,1,60,1,16.5,0,0.5,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,8,0,0.98
2,2020,2,19,2,19,258,3,13.579,2.0,11.579,6,1,60,1,17.1,1,0.45,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,7,0,0.98
3,2020,1,1,0,1,4,0,4.0,4.0,0.0,114,0,84,1,3.429,0,0.0,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,10,0,0.02
3,2020,1,2,0,2,17,1,8.5,8.5,0.0,108,0,84,1,7.846,1,0.154,1.08,176,0,0,0.4163,0,0.0,0.5,0,2020,9,0,0.41629538263160754
3,2020,1,3,0,3,34,1,11.333,11.333,0.0,102,0,84,1,10.2,1,0.25,1.08,176,0,0,0.9343,0,0.0,0.5,0,2020,9,0,0.9342571007628843
3,2020,1,4,0,4,54,1,13.5,13.5,0.0,96,0,84,1,15.789,1,0.421,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,5,0,5,65,1,13.0,13.0,0.0,90,0,84,1,15.158,0,0.316,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,6,1,6,84,1,14.0,14.0,0.0,84,0,84,1,16.667,0,0.333,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,7,1,7,90,1,12.857,12.857,0.0,78,0,84,1,12.0,0,0.167,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,8,1,8,107,1,13.375,13.375,0.0,72,0,84,1,14.0,0,0.278,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,9,1,9,130,1,14.444,14.444,0.0,66,0,84,1,15.333,0,0.333,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,10,1,10,148,1,14.8,14.8,0.0,60,0,84,1,18.316,0,0.474,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,11,1,11,163,1,14.818,14.818,0.0,54,0,84,1,16.0,0,0.429,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,12,1,12,180,1,15.0,15.0,0.0,48,0,84,1,14.286,0,0.381,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
3,2020,1,13,1,13,194,2,14.923,14.923,0.0,42,0,84,1,13.8,1,0.4,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,8,0,0.98
3,2020,1,14,1,14,211,4,15.071,15.071,0.0,36,0,84,1,16.0,3,0.5,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
3,2020,1,15,2,15,226,4,15.067,15.067,0.0,30,0,84,1,13.8,3,0.4,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
3,2020,1,16,2,16,239,4,14.938,14.938,0.0,24,0,84,1,13.5,2,0.4,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
3,2020,1,17,2,17,260,4,15.294,15.294,0.0,18,0,84,1,14.7,0,0.4,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
3,2020,1,18,2,18,275,4,15.278,15.278,0.0,12,0,84,1,16.333,0,0.5,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
3,2020,1,19,2,19,284,4,14.947,14.947,0.0,6,0,84,1,15.0,0,0.444,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
3,2020,2,1,0,1,19,0,19.0,14.895,4.105,114,1,44,2,19.0,0,0.5,1.08,176,0,0,0.98,0,0.0,0.5,0,2020,10,0,0.98
3,2020,2,2,0,2,28,1,14.0,15.222,-1.222,108,1,44,2,14.0,1,0.333,1.08,176,0,0,0.4956,0,0.0,0.5,0,2020,9,0,0.4955556726071829
3,2020,2,3,0,3,31,1,10.333,15.941,-5.608,102,1,44,2,10.333,1,0.222,1.08,176,0,0,0.0286,0,0.0,0.5,0,2020,9,0,0.02857381601812843
3,2020,2,4,0,4,40,1,10.0,16.375,-6.375,96,1,44,2,7.0,1,0.111,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,9,0,0.02
3,2020,2,5,0,5,43,1,8.6,17.267,-8.667,90,1,44,2,5.0,0,0.056,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,9,0,0.02
3,2020,2,6,1,6,44,2,7.333,18.429,-11.095,84,1,44,2,4.333,1,0.056,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,8,0,0.02
3,2020,2,7,1,7,53,2,7.571,19.154,-11.582,78,1,44,2,4.333,1,0.056,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,8,0,0.02
3,2020,2,8,1,8,65,2,8.125,19.75,-11.625,72,1,44,2,7.333,1,0.167,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,8,0,0.02
3,2020,2,9,1,9,75,2,8.333,20.636,-12.303,66,1,44,2,10.333,0,0.278,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,8,0,0.02
3,2020,2,10,1,10,85,2,8.5,21.7,-13.2,60,1,44,2,9.6,0,0.25,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,8,0,0.02
3,2020,2,11,1,11,99,2,9.0,22.556,-13.556,54,1,44,2,9.714,0,0.238,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,8,0,0.02
3,2020,2,12,1,12,101,3,8.417,25.125,-16.708,48,1,44,2,7.429,1,0.143,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,7,0,0.02
3,2020,2,13,1,13,111,3,8.538,27.286,-18.747,42,1,44,2,8.211,1,0.158,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,7,0,0.02
3,2020,2,14,1,14,122,3,8.714,30.0,-21.286,36,1,44,2,7.263,1,0.105,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,7,0,0.02
3,2020,2,15,2,15,130,3,8.667,34.4,-25.733,30,1,44,2,9.158,0,0.158,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,7,0,0.02
3,2020,2,16,2,16,145,5,9.062,39.25,-30.188,24,1,44,2,10.737,2,0.263,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,5,0,0.02
3,2020,2,17,2,17,145,5,8.529,52.333,-43.804,18,1,44,2,7.667,2,0.222,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,5,0,0.02
3,2020,2,18,2,18,155,5,8.611,73.5,-64.889,12,1,44,2,8.333,2,0.222,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,5,0,0.02
3,2020,2,19,2,19,180,5,9.474,122.0,-112.526,6,1,44,2,11.667,0,0.278,1.08,176,0,0,0.02,0,0.0,0.5,0,2020,5,0,0.02
4,2020,1,1,0,1,7,0,7.0,7.0,0.0,114,0,63,2,7.0,0,0.167,0.95,168,0,0,0.1618,0,0.0,0.5,0,2020,10,0,0.161785859439544
4,2020,1,2,0,2,11,0,5.5,5.5,0.0,108,0,63,2,5.5,0,0.083,0.95,168,0,0,0.0448,0,0.0,0.5,0,2020,10,0,0.044787703049786735
4,2020,1,3,0,3,14,0,4.667,4.667,0.0,102,0,63,2,4.667,0,0.056,0.95,168,0,0,0.021,0,0.0,0.5,0,2020,10,0,0.020955690549276
4,2020,1,4,0,4,28,1,7.0,7.0,0.0,96,0,63,2,7.0,1,0.111,0.95,168,0,0,0.169,0,0.0,0.5,0,2020,9,0,0.16903245511688758
4,2020,1,5,0,5,43,1,8.6,8.6,0.0,90,0,63,2,10.667,1,0.222,0.95,168,0,0,0.4913,0,0.0,0.5,0,2020,9,0,0.49125089311975983
4,2020,1,6,1,6,63,2,10.5,10.5,0.0,84,0,63,2,16.333,2,0.444,0.95,168,0,0,0.8606,0,0.0,0.5,0,2020,8,0,0.86056612703835
4,2020,1,7,1,7,72,2,10.286,10.286,0.0,78,0,63,2,14.667,1,0.444,0.95,168,0,0,0.8374,0,0.0,0.5,0,2020,8,0,0.8373890952266234
4,2020,1,8,1,8,80,3,10.0,10.0,0.0,72,0,63,2,12.333,2,0.444,0.95,168,0,0,0.8002,0,0.0,0.5,0,2020,7,0,0.8001928324515694
4,2020,1,9,1,9,93,3,10.333,10.333,0.0,66,0,63,2,10.0,1,0.333,0.95,168,0,0,0.8503,0,0.0,0.5,0,2020,7,0,0.8502631750783478
4,2020,1,10,1,10,102,3,10.2,10.2,0.0,60,0,63,2,10.0,1,0.278,0.95,168,0,0,0.8365,0,0.0,0.5,0,2020,7,0,0.8365118259509834
4,2020,1,11,1,11,118,3,10.727,10.727,0.0,54,0,63,2,12.667,0,0.278,0.95,168,0,0,0.8978,0,0.0,0.5,0,2020,7,0,0.8978360947143206
4,2020,1,12,1,12,132,3,11.0,11.0,0.0,48,0,63,2,12.316,0,0.263,0.95,168,0,0,0.9218,0,0.0,0.5,0,2020,7,0,0.9218318099308289
4,2020,1,13,1,13,146,3,11.231,11.231,0.0,42,0,63,2,13.895,0,0.316,0.95,168,0,0,0.9383,0,0.0,0.5,0,2020,7,0,0.9382968142300918
4,2020,1,14,1,14,159,3,11.357,11.357,0.0,36,0,63,2,12.947,0,0.368,0.95,168,0,0,0.9466,0,0.0,0.5,0,2020,7,0,0.9465605505266457
4,2020,1,15,2,15,169,3,11.267,11.267,0.0,30,0,63,2,12.333,0,0.389,0.95,168,0,0,0.9434,0,0.0,0.5,0,2020,7,0,0.9433920940148505
4,2020,1,16,2,16,187,3,11.688,11.688,0.0,24,0,63,2,13.667,0,0.5,0.95,168,0,0,0.963,0,0.0,0.5,0,2020,7,0,0.9629639780544451
4,2020,1,17,2,17,202,3,11.882,11.882,0.0,18,0,63,2,13.579,0,0.421,0.95,168,0,0,0.9701,0,0.0,0.5,0,2020,7,0,0.9701346315538013
4,2020,1,18,2,18,215,4,11.944,11.944,0.0,12,0,63,2,13.8,1,0.4,0.95,168,0,0,0.9727,0,0.0,0.5,0,2020,6,0,0.9726743155566406
4,2020,1,19,2,19,237,4,12.474,12.474,0.0,6,0,63,2,15.0,1,0.4,0.95,168,0,0,0.98,0,0.0,0.5,0,2020,6,0,0.98
4,2020,2,1,0,1,20,0,20.0,12.632,7.368,114,1,75,2,20.0,0,0.5,0.95,168,0,0,0.98,0,0.0,0.5,0,2020,10,0,0.98
4,2020,2,2,0,2,40,0,20.0,12.222,7.778,108,1,75,2,20.0,0,0.583,0.95,168,0,0,0.98,0,0.0,0.5,0,2020,10,0,0.98
4,2020,2,3,0,3,49,0,16.333,12.412,3.922,102,1,75,2,16.333,0,0.444,0.95,168,0,0,0.98,0,0.0,0.5,0,2020,10,0,0.98
4,2020,2,4,0,4,59,1,14.75,12.562,2.188,96,1,75,2,12.316,1,0.316,0.95,168,0,0,0.9376,0,0.0,0.5,0,2020,9,0,0.9376141486200057
4,2020,2,5,0,5,67,1,13.4,12.867,0.533,90,1,75,2,8.526,1,0.158,0.95,168,0,0,0.8001,0,0.0,0.5,0,2020,9,0,0.8000595622341912
4,2020,2,6,1,6,75,2,12.5,13.214,-0.714,84,1,75,2,8.211,2,0.158,0.95,168,0,0,0.5371,0,0.0,0.5,0,2020,8,0,0.5370746849751862
4,2020,2,7,1,7,82,2,11.714,13.692,-1.978,78,1,75,2,7.667,1,0.111,0.95,168,0,0,0.2968,0,0.0,0.5,0,2020,8,0,0.2968344910011478
4,2020,2,8,1,8,96,2,12.0,13.667,-1.667,72,1,75,2,9.667,1,0.167,0.95,168,0,0,0.3513,0,0.0,0.5,0,2020,8,0,0.3512991950109232
4,2020,2,9,1,9,108,2,12.0,13.818,-1.818,66,1,75,2,11.0,0,0.222,0.95,168,0,0,0.3242,0,0.0,0.5,0,2020,8,0,0.3241980523490858
4,2020,2,10,1,10,110,3,11.0,15.0,-4.0,60,1,75,2,9.333,1,0.222,0.95,168,0,0,0.0618,0,0.0,0.5,0,2020,7,0,0.06180346626358857
4,2020,2,11,1,11,119,3,10.818,15.667,-4.848,54,1,75,2,7.667,1,0.167,0.95,168,0,0,0.0323,0,0.0,0.5,0,2020,7,0,0.03233336796070187
4,2020,2,12,1,12,130,3,10.833,16.25,-5.417,48,1,75,2,7.333,1,0.167,0.95,168,0,0,0.0208,0,0.0,0.5,0,2020,7,0,0.020768445726109235
4,2020,2,13,1,13,139,3,10.692,17.286,-6.593,42,1,75,2,9.667,0,0.222,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,7,0,0.02
4,2020,2,14,1,14,141,4,10.071,19.833,-9.762,36,1,75,2,7.333,1,0.167,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,6,0,0.02
4,2020,2,15,2,15,148,4,9.867,22.4,-12.533,30,1,75,2,5.684,1,0.105,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,6,0,0.02
4,2020,2,16,2,16,169,4,10.562,22.75,-12.188,24,1,75,2,9.474,1,0.263,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,6,0,0.02
4,2020,2,17,2,17,177,4,10.412,27.667,-17.255,18,1,75,2,10.8,0,0.3,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,6,0,0.02
4,2020,2,18,2,18,189,5,10.5,35.5,-25.0,12,1,75,2,12.3,1,0.35,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,5,0,0.02
4,2020,2,19,2,19,203,5,10.684,57.0,-46.316,6,1,75,2,10.2,1,0.25,0.95,168,0,0,0.02,0,0.0,0.5,0,2020,5,0,0.02
5,2020,1,1,0,1,15,1,15.0,15.0,0.0,114,0,63,3,15.0,1,0.5,1.12,180,0,0,0.98,0,0.0,0.5,0,2020,9,0,0.98
5,2020,1,2,0,2,22,2,11.0,11.0,0.0,108,0,63,3,10.154,2,0.308,1.12,180,0,0,0.9159,0,0.0,0.5,0,2020,8,0,0.9159076545356102
5,2020,1,3,0,3,35,2,11.667,11.667,0.0,102,0,63,3,11.053,2,0.316,1.12,180,0,0,0.9551,0,0.0,0.5,0,2020,8,0,0.9550694744849637
